seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
3839,1,-38,142,12,1,14.439210653305054
3839,2,28,156,-4,2,15.971133470535278
3839,3,61,139,5,3,15.231119394302368
3839,4,72,128,2,2,21.608691453933716
3840,1,-75,131,-36,2,13.33879542350769
3840,2,69,107,-6,1,11.045541763305664
3840,3,87,113,18,3,12.748735666275024
3840,4,81,119,18,3,21.64877986907959
3841,1,139,61,9,0,6.282657861709595
3841,2,139,61,9,0,6.322179794311523
3841,3,111,89,40,1,9.671181917190552
3841,4,117,83,6,1,13.028549432754517
3842,1,148,52,18,0,5.367837429046631
3842,2,148,52,18,0,5.445423126220703
3842,3,148,52,18,0,6.198668718338013
3842,4,148,52,18,0,10.53921365737915
3843,1,-30,102,-32,0,10.41795015335083
3843,2,43,145,30,2,14.828072309494019
3843,3,96,100,31,1,11.249181032180786
3843,4,104,96,31,1,16.331968307495117
3844,1,100,100,33,2,10.20513391494751
3844,2,73,127,4,2,13.030013799667358
3844,3,97,103,40,2,11.29990291595459
3844,4,79,121,4,2,17.624358892440796
3845,1,-4,108,-24,1,11.053210973739624
3845,2,43,133,17,2,13.64225459098816
3845,3,83,117,59,2,12.872133255004883
3845,4,61,139,27,3,21.660892963409424
3846,1,107,93,11,1,9.498979091644287
3846,2,98,102,28,1,10.541977882385254
3846,3,80,120,48,2,13.349964141845703
3846,4,112,88,16,1,16.318652391433716
3847,1,5,143,-6,1,14.550457954406738
3847,2,31,169,8,3,17.278815031051636
3847,3,77,123,30,2,13.70985722541809
3847,4,71,129,0,3,22.838135957717896
3848,1,-1,201,39,7,20.392709255218506
3848,2,23,177,39,4,18.127455472946167
3848,3,33,163,-1,4,17.96345829963684
3848,4,85,111,-1,1,19.330400943756104
3849,1,-40,104,-34,0,10.608185052871704
3849,2,82,118,12,1,12.121497869491577
3849,3,86,114,26,2,12.557567119598389
3849,4,80,120,10,1,17.68282127380371
3850,1,-60,108,-38,0,11.01969575881958
3850,2,-8,208,33,4,21.220112800598145
3850,3,35,165,36,3,17.848755598068237
3850,4,76,124,33,2,19.529123067855835
3851,1,-54,102,-38,1,10.410876512527466
3851,2,34,142,42,2,14.569125175476074
3851,3,3,149,23,3,16.317418813705444
3851,4,68,132,42,2,19.683873891830444
3852,1,86,114,27,2,11.616495609283447
3852,2,49,131,4,1,13.459806680679321
3852,3,70,130,45,3,14.348367691040039
3852,4,93,107,4,1,17.259420156478882
3853,1,13,123,41,2,12.527801990509033
3853,2,72,128,0,1,13.136170387268066
3853,3,84,116,16,2,12.657310247421265
3853,4,94,106,4,1,16.880485773086548
3854,1,49,151,36,2,15.386094570159912
3854,2,22,166,23,2,17.09153175354004
3854,3,26,174,23,3,19.474902391433716
3854,4,46,154,23,2,27.201332092285156
3855,1,72,128,7,2,13.030919790267944
3855,2,-20,148,-7,1,15.188321828842163
3855,3,25,139,-8,1,15.25871992111206
3855,4,114,86,29,1,16.41986632347107
3856,1,-77,117,-40,1,11.931228399276733
3856,2,-70,130,35,1,13.381763696670532
3856,3,82,110,29,2,12.61760926246643
3856,4,38,154,35,3,26.00097942352295
3857,1,104,96,32,2,9.818012952804565
3857,2,120,72,-2,0,7.501051664352417
3857,3,120,80,12,1,9.17774248123169
3857,4,130,70,0,0,13.420237302780151
3858,1,108,92,14,2,9.38870644569397
3858,2,70,114,20,1,11.738178014755249
3858,3,114,86,44,2,9.955194234848022
3858,4,118,82,28,1,14.53987431526184
3859,1,88,112,22,2,11.419913053512573
3859,2,64,136,40,2,14.02005910873413
3859,3,54,146,10,2,16.499133348464966
3859,4,74,126,40,2,23.44811749458313
3860,1,20,140,-2,1,14.259098052978516
3860,2,52,148,8,3,15.213652610778809
3860,3,62,122,-4,1,13.525911331176758
3860,4,78,122,30,2,19.62099051475525
3861,1,130,70,49,1,7.1772987842559814
3861,2,133,67,3,0,6.971538305282593
3861,3,142,58,12,0,7.029062271118164
3861,4,142,58,12,0,12.869338035583496
3862,1,88,112,6,4,11.426098585128784
3862,2,80,120,50,5,12.339956760406494
3862,3,100,100,10,3,11.070396184921265
3862,4,100,100,6,3,15.46721601486206
3863,1,112,68,-5,1,6.967710494995117
3863,2,134,66,4,0,6.850231409072876
3863,3,136,64,6,0,7.13254714012146
3863,4,134,66,4,0,11.478639125823975
3864,1,101,99,37,3,10.132905721664429
3864,2,67,117,17,1,12.021111965179443
3864,3,113,87,21,2,10.070125341415405
3864,4,101,99,23,2,17.38314199447632
3865,1,46,122,30,2,12.446835041046143
3865,2,90,110,26,2,11.327673435211182
3865,3,86,114,4,1,12.547616004943848
3865,4,70,130,30,3,21.37761902809143
3866,1,80,120,7,1,12.227121591567993
3866,2,26,106,41,1,10.958786010742188
3866,3,87,113,8,1,12.618942499160767
3866,4,64,108,29,1,18.257358074188232
3867,1,-72,152,-30,2,15.468193769454956
3867,2,58,126,-4,1,12.982598304748535
3867,3,60,140,2,2,15.83496618270874
3867,4,84,116,34,2,21.477917909622192
3868,1,-64,136,24,2,13.871402740478516
3868,2,94,106,14,1,10.96015191078186
3868,3,70,130,40,2,14.591162204742432
3868,4,90,110,16,1,20.274690866470337
3869,1,-50,106,-36,0,10.843840599060059
3869,2,-15,143,32,2,14.691712617874146
3869,3,89,111,0,1,12.43102478981018
3869,4,93,107,4,1,18.582906007766724
3870,1,82,106,-3,1,10.829233407974243
3870,2,10,94,-24,0,9.707905769348145
3870,3,110,90,11,1,10.222243070602417
3870,4,110,90,11,1,16.258626222610474
3871,1,38,130,-8,2,13.2264244556427
3871,2,86,114,8,1,11.738712072372437
3871,3,84,116,8,1,12.899385452270508
3871,4,52,148,10,2,22.774022340774536
3872,1,-117,137,38,1,13.952147006988525
3872,2,71,129,16,2,13.273884534835815
3872,3,83,117,38,2,13.032236099243164
3872,4,39,153,38,3,25.54360866546631
3873,1,40,140,-5,3,14.266863107681274
3873,2,80,116,-1,1,11.982277870178223
3873,3,84,112,-1,1,12.777585506439209
3873,4,84,112,-1,1,20.479907512664795
3874,1,106,90,-1,1,9.201298713684082
3874,2,127,73,10,1,7.590307950973511
3874,3,121,79,10,1,9.05234432220459
3874,4,105,95,26,1,16.1991126537323
3875,1,108,92,31,1,9.399943828582764
3875,2,114,86,31,1,8.91853404045105
3875,3,110,90,31,1,10.27007794380188
3875,4,114,86,31,1,15.19845175743103
3876,1,-85,113,-43,0,11.55687952041626
3876,2,31,169,3,3,17.3476505279541
3876,3,49,151,25,2,16.60705876350403
3876,4,69,123,25,2,22.382004261016846
3877,1,69,123,-2,2,12.526891469955444
3877,2,55,85,-15,0,8.84214448928833
3877,3,32,168,11,3,18.282110691070557
3877,4,87,113,8,1,17.759849786758423
3878,1,52,148,27,4,15.069997310638428
3878,2,74,126,13,2,12.938539266586304
3878,3,66,134,47,3,14.6196448802948
3878,4,88,112,43,2,16.599437713623047
3879,1,-15,99,-29,0,10.109966278076172
3879,2,75,81,-11,0,8.371849775314331
3879,3,135,65,5,0,7.342764139175415
3879,4,135,65,5,0,11.281000137329102
3880,1,-97,233,33,3,23.638580083847046
3880,2,-53,205,33,3,21.05674958229065
3880,3,26,174,2,3,20.20286464691162
3880,4,4,196,2,3,35.579766035079956
3881,1,80,120,13,2,12.228370428085327
3881,2,84,112,-1,1,11.482227563858032
3881,3,100,100,15,1,10.971489429473877
3881,4,102,98,27,1,14.14703106880188
3882,1,68,132,11,3,13.438807249069214
3882,2,78,122,49,2,12.549086570739746
3882,3,88,112,9,2,12.481309175491333
3882,4,96,104,9,1,16.952228546142578
3883,1,135,65,33,1,6.6797566413879395
3883,2,-5,157,11,3,16.13489317893982
3883,3,73,127,13,2,14.098742485046387
3883,4,111,89,15,2,15.430763483047485
3884,1,-43,119,-31,1,12.119282007217407
3884,2,81,107,-3,1,10.979788064956665
3884,3,77,107,27,1,11.621184825897217
3884,4,85,115,27,3,17.31727623939514
3885,1,54,130,-4,1,13.241040229797363
3885,2,22,98,-20,1,10.151109457015991
3885,3,0,120,42,3,13.853911876678467
3885,4,34,110,42,2,23.068068742752075
3886,1,28,108,35,2,11.007603645324707
3886,2,37,131,-8,3,13.463340520858765
3886,3,101,99,10,3,11.189907312393188
3886,4,101,99,10,3,18.90782356262207
3887,1,9,103,-22,2,10.507672786712646
3887,2,89,111,22,2,11.46217155456543
3887,3,31,169,28,5,18.678385257720947
3887,4,79,121,26,2,19.49040937423706
3888,1,-64,116,-37,1,11.830655813217163
3888,2,30,102,45,1,10.53741455078125
3888,3,40,100,45,1,11.120063304901123
3888,4,83,117,10,1,17.75253438949585
3889,1,115,85,18,1,8.701060771942139
3889,2,76,96,41,1,9.954411506652832
3889,3,80,80,-10,0,9.354525566101074
3889,4,116,84,13,1,17.108665943145752
3890,1,-16,144,4,1,14.637598037719727
3890,2,80,120,4,1,12.34139609336853
3890,3,98,102,28,1,11.401017189025879
3890,4,67,133,15,2,20.83890962600708
3891,1,73,127,22,2,12.949712038040161
3891,2,89,111,10,1,11.41616415977478
3891,3,87,113,46,3,12.40784740447998
3891,4,117,83,28,1,13.200098276138306
3892,1,71,129,19,2,13.13212251663208
3892,2,42,102,42,1,10.490156650543213
3892,3,53,147,43,3,15.799903869628906
3892,4,98,102,8,1,15.027369499206543
3893,1,65,135,25,3,13.739901304244995
3893,2,53,147,1,2,15.095369577407837
3893,3,23,177,33,4,19.186461210250854
3893,4,59,141,7,2,22.734859466552734
3894,1,105,95,33,2,9.710209846496582
3894,2,89,111,9,2,11.418948650360107
3894,3,113,87,7,1,9.600516080856323
3894,4,117,83,11,1,13.301396369934082
3895,1,123,77,34,2,7.895648956298828
3895,2,131,69,32,2,7.171950578689575
3895,3,133,67,40,1,7.295337915420532
3895,4,133,67,40,1,9.686673879623413
3896,1,95,105,17,2,10.717650890350342
3896,2,101,99,21,1,10.25005578994751
3896,3,99,101,21,2,11.329829931259155
3896,4,101,99,21,1,16.530085802078247
3897,1,110,90,37,1,9.202868700027466
3897,2,12,112,37,1,11.560628414154053
3897,3,98,102,3,2,11.89166259765625
3897,4,110,90,37,1,18.06050133705139
3898,1,34,134,52,2,13.651041269302368
3898,2,65,135,21,3,13.891587495803833
3898,3,65,135,3,2,14.87496280670166
3898,4,104,96,10,1,16.503655910491943
3899,1,80,80,-10,0,8.210912227630615
3899,2,-47,115,48,1,11.878878355026245
3899,3,100,76,-6,0,8.803373575210571
3899,4,94,106,25,2,18.992530345916748
3900,1,85,99,35,1,10.10136079788208
3900,2,19,133,9,1,13.59983491897583
3900,3,113,87,31,1,9.419272661209106
3900,4,115,85,7,1,13.3213369846344
3901,1,72,128,21,2,13.032699823379517
3901,2,26,174,13,3,17.82536244392395
3901,3,74,126,13,2,13.75312066078186
3901,4,72,128,13,3,20.937806129455566
3902,1,-2,134,-17,1,13.659363269805908
3902,2,-6,206,7,3,21.064361572265625
3902,3,34,130,-9,1,14.501389026641846
3902,4,60,136,-1,2,23.45842933654785
3903,1,-159,191,41,2,19.379963636398315
3903,2,4,164,30,3,16.820943593978882
3903,3,18,182,30,3,19.919039487838745
3903,4,40,160,30,3,29.05958127975464
3904,1,50,114,25,1,11.620957612991333
3904,2,68,132,25,2,13.540169715881348
3904,3,90,106,25,1,11.841127872467041
3904,4,90,106,25,1,18.01101040840149
3905,1,-120,136,32,2,13.849841594696045
3905,2,84,108,24,1,11.206892013549805
3905,3,62,138,24,3,15.898319244384766
3905,4,45,139,35,2,24.52792191505432
3906,1,13,115,33,1,11.720863103866577
3906,2,74,126,2,1,12.919033765792847
3906,3,82,118,10,1,12.91170358657837
3906,4,71,113,21,1,17.289841413497925
3907,1,-90,170,4,2,17.28020691871643
3907,2,-4,196,8,3,20.076255798339844
3907,3,66,134,0,2,15.238829374313354
3907,4,92,108,0,1,21.24447464942932
3908,1,-53,153,36,2,15.5598623752594
3908,2,-60,152,5,1,15.580785036087036
3908,3,9,191,36,4,20.552094221115112
3908,4,58,142,11,2,23.549967527389526
3909,1,94,102,29,1,10.406783103942871
3909,2,106,94,19,1,9.741394996643066
3909,3,106,94,19,1,10.751349449157715
3909,4,106,94,19,1,17.359086513519287
3910,1,99,101,31,2,10.317038297653198
3910,2,91,109,17,2,11.216289043426514
3910,3,109,91,33,1,9.962135553359985
3910,4,95,105,17,2,16.498029947280884
3911,1,21,107,41,1,10.91226315498352
3911,2,61,115,21,1,11.83218002319336
3911,3,73,127,41,2,13.900660037994385
3911,4,71,113,21,1,17.3488347530365
3912,1,71,101,36,1,10.322172403335571
3912,2,81,119,2,2,12.251524448394775
3912,3,79,121,0,1,13.267269134521484
3912,4,105,95,40,2,15.233598947525024
3913,1,-28,120,-27,2,12.239243030548096
3913,2,34,142,9,2,14.641948699951172
3913,3,98,102,25,2,11.920954704284668
3913,4,100,100,29,1,18.297879934310913
3914,1,109,91,32,1,9.294080018997192
3914,2,105,75,-5,0,7.7412636280059814
3914,3,115,73,-3,0,7.979848623275757
3914,4,135,65,5,0,10.341162204742432
3915,1,44,156,16,3,15.867882251739502
3915,2,41,159,11,2,16.279978275299072
3915,3,67,133,9,2,14.61890697479248
3915,4,93,107,41,2,17.070448398590088
3916,1,-91,179,15,3,18.18292737007141
3916,2,-1,185,37,3,18.89980411529541
3916,3,-1,201,11,4,22.23842692375183
3916,4,51,145,-1,2,26.059723377227783
3917,1,-121,125,-49,1,12.72888469696045
3917,2,-11,211,35,4,21.573910236358643
3917,3,29,171,35,3,18.81962561607361
3917,4,47,153,35,3,24.027143716812134
3918,1,65,83,-13,0,8.492042303085327
3918,2,69,127,4,1,13.03917407989502
3918,3,80,120,5,1,13.058956384658813
3918,4,103,97,30,1,15.47995138168335
3919,1,1,159,41,3,16.158902883529663
3919,2,39,161,13,3,16.470076084136963
3919,3,67,133,41,2,14.448042154312134
3919,4,77,123,3,1,18.89976215362549
3920,1,44,132,48,2,13.462121725082397
3920,2,48,128,8,1,13.108123064041138
3920,3,58,142,32,2,15.329764366149902
3920,4,68,132,4,2,21.560630321502686
3921,1,15,185,6,3,18.768770933151245
3921,2,-11,211,4,4,21.600693464279175
3921,3,55,145,4,3,16.19930624961853
3921,4,84,116,29,2,20.721178770065308
3922,1,55,85,-15,0,8.689691305160522
3922,2,25,99,-19,1,10.27015233039856
3922,3,43,149,35,4,16.51314115524292
3922,4,81,119,1,2,22.359727382659912
3923,1,-209,137,-68,1,13.94019603729248
3923,2,53,147,38,2,15.092284679412842
3923,3,65,131,0,1,14.358226537704468
3923,4,75,109,-4,1,18.318192720413208
3924,1,31,165,-1,3,16.769773721694946
3924,2,29,171,13,3,17.478672981262207
3924,3,103,97,15,1,10.759991645812988
3924,4,103,97,15,1,15.61227035522461
3925,1,-10,98,-28,0,10.00111198425293
3925,2,124,76,27,1,7.959763765335083
3925,3,39,161,28,3,17.920610189437866
3925,4,85,115,28,2,23.968432426452637
3926,1,43,141,24,3,14.327633380889893
3926,2,51,149,2,2,15.249732494354248
3926,3,31,161,-2,3,17.477521657943726
3926,4,72,124,7,1,18.21113109588623
3927,1,-40,104,-34,0,10.60999083518982
3927,2,46,146,22,2,14.927661418914795
3927,3,114,86,18,1,9.56919240951538
3927,4,114,86,18,1,14.409893035888672
3928,1,52,144,-1,3,14.653223514556885
3928,2,66,130,-1,2,13.339861392974854
3928,3,28,168,-1,4,18.480705738067627
3928,4,54,142,-1,3,22.429182529449463
3929,1,71,129,18,2,13.171664237976074
3929,2,69,131,6,2,13.459223985671997
3929,3,85,115,46,2,12.849877834320068
3929,4,70,130,35,3,22.719372272491455
3930,1,-25,145,6,2,14.752231121063232
3930,2,93,107,14,1,11.03939700126648
3930,3,101,99,14,1,10.939807653427124
3930,4,97,103,14,1,15.989063501358032
3931,1,86,94,41,1,9.60046672821045
3931,2,44,120,19,1,12.331363916397095
3931,3,106,94,27,1,10.531805038452148
3931,4,104,96,7,2,17.2078754901886
3932,1,61,139,14,3,14.148877382278442
3932,2,108,92,33,1,9.555497407913208
3932,3,61,139,30,3,15.409584283828735
3932,4,114,86,29,1,17.119553804397583
3933,1,-110,166,-12,1,16.879873037338257
3933,2,85,115,13,1,11.831286191940308
3933,3,28,172,34,3,18.749735355377197
3933,4,56,144,10,2,22.260143756866455
3934,1,28,96,-19,1,9.806529760360718
3934,2,90,78,-8,0,8.048791646957397
3934,3,90,78,-8,0,8.50897479057312
3934,4,90,78,-8,0,11.63852071762085
3935,1,-17,145,3,1,14.781328439712524
3935,2,10,190,34,4,19.463575839996338
3935,3,-40,184,10,2,19.827616691589355
3935,4,36,164,30,3,25.46472954750061
3936,1,-93,129,42,1,13.1306631565094
3936,2,83,105,28,1,10.819009780883789
3936,3,95,105,20,1,11.422626733779907
3936,4,95,105,22,1,15.91223692893982
3937,1,62,138,5,2,14.039583444595337
3937,2,60,128,5,1,13.152168273925781
3937,3,66,134,5,2,14.679197549819946
3937,4,88,112,3,2,19.728538990020752
3938,1,109,91,23,1,9.311324119567871
3938,2,-31,119,39,1,12.221388101577759
3938,3,109,91,23,1,9.99892544746399
3938,4,121,79,35,1,13.33074688911438
3939,1,-259,175,26,1,17.77872943878174
3939,2,32,168,13,2,17.279253244400024
3939,3,-14,214,29,4,23.782018661499023
3939,4,-16,216,29,4,36.141550064086914
3940,1,-15,123,30,1,12.558699607849121
3940,2,73,119,30,2,12.236318588256836
3940,3,61,131,40,3,14.357882738113403
3940,4,113,87,10,1,14.000955820083618
3941,1,-92,140,28,1,14.260079145431519
3941,2,-12,148,38,2,15.248087167739868
3941,3,53,147,31,3,16.351481914520264
3941,4,72,128,0,1,21.88145899772644
3942,1,-33,153,16,2,15.56309175491333
3942,2,-34,142,11,1,14.582947969436646
3942,3,57,123,12,1,13.66011667251587
3942,4,40,160,9,2,24.763243198394775
3943,1,-54,110,-36,1,11.208181619644165
3943,2,80,120,0,1,12.310194492340088
3943,3,74,126,36,2,13.68126130104065
3943,4,88,112,30,2,19.96294641494751
3944,1,82,118,37,3,12.027056217193604
3944,2,71,129,2,3,13.240267753601074
3944,3,65,135,6,3,14.730499982833862
3944,4,79,121,2,3,19.419754028320312
3945,1,15,125,20,1,12.732945680618286
3945,2,83,105,28,1,10.837166786193848
3945,3,42,158,5,3,17.460116147994995
3945,4,58,142,7,2,22.308658361434937
3946,1,44,156,10,3,15.88286566734314
3946,2,89,111,19,1,11.394164323806763
3946,3,60,140,16,3,15.628975868225098
3946,4,98,102,2,1,17.557403564453125
3947,1,118,82,36,2,8.394677639007568
3947,2,124,76,0,1,7.8879570960998535
3947,3,128,72,16,1,8.091972351074219
3947,4,124,76,0,1,13.030020236968994
3948,1,52,148,38,3,15.07313323020935
3948,2,-20,132,20,1,13.558952808380127
3948,3,43,149,41,3,16.28085231781006
3948,4,13,163,33,2,23.429051399230957
3949,1,67,109,-6,1,11.137084007263184
3949,2,77,123,12,2,12.636680126190186
3949,3,97,103,0,1,11.134253740310669
3949,4,103,97,6,1,14.422178983688354
3950,1,108,92,30,2,9.406092166900635
3950,2,100,76,-6,0,7.872120141983032
3950,3,120,80,2,1,9.261525869369507
3950,4,116,84,2,1,15.318767786026001
3951,1,-7,119,44,2,12.139978408813477
3951,2,86,114,15,1,11.731085777282715
3951,3,70,118,15,1,13.061135292053223
3951,4,86,114,15,1,18.719019889831543
3952,1,85,79,-9,0,8.087980270385742
3952,2,-25,129,25,1,13.209255933761597
3952,3,78,122,4,2,13.661876201629639
3952,4,89,111,43,2,17.914164781570435
3953,1,7,109,42,1,11.128264904022217
3953,2,7,125,22,1,12.853341102600098
3953,3,7,125,22,1,13.789536476135254
3953,4,78,118,13,1,20.175689458847046
3954,1,-191,147,-61,1,14.968015193939209
3954,2,-75,171,27,2,17.518646240234375
3954,3,21,179,29,4,19.911245107650757
3954,4,1,199,5,3,31.052305936813354
3955,1,80,80,-10,0,8.191338300704956
3955,2,110,74,-4,0,7.647082805633545
3955,3,90,110,8,1,12.008533239364624
3955,4,122,78,42,1,12.849765062332153
3956,1,98,102,2,1,10.399502038955688
3956,2,22,130,12,1,13.400124073028564
3956,3,78,122,20,2,13.736850500106812
3956,4,91,109,35,2,20.138622999191284
3957,1,40,152,17,3,15.45997405052185
3957,2,72,116,17,1,11.918068885803223
3957,3,29,171,16,3,18.681382417678833
3957,4,72,116,17,1,18.821207523345947
3958,1,-104,168,8,2,17.087791681289673
3958,2,38,162,2,2,16.602172374725342
3958,3,50,150,44,3,16.541656970977783
3958,4,62,138,44,2,22.156423091888428
3959,1,125,75,36,1,7.679916143417358
3959,2,107,93,46,2,9.601189851760864
3959,3,139,61,9,0,6.929102182388306
3959,4,133,67,14,1,11.71852445602417
3960,1,-73,117,-39,1,11.91834545135498
3960,2,45,139,39,2,14.251208543777466
3960,3,51,149,39,3,16.16936445236206
3960,4,71,125,-1,1,18.920227527618408
3961,1,59,105,34,1,10.712175607681274
3961,2,81,119,6,1,12.220162391662598
3961,3,109,91,6,1,10.280205011367798
3961,4,109,91,6,1,16.25793194770813
3962,1,22,114,39,2,11.619978189468384
3962,2,82,106,27,1,10.919479370117188
3962,3,94,106,27,2,11.91057538986206
3962,4,98,102,27,1,15.957548141479492
3963,1,130,70,0,0,7.181110858917236
3963,2,125,71,-1,0,7.395723342895508
3963,3,127,73,27,1,8.508995294570923
3963,4,130,70,0,0,13.96867036819458
3964,1,-55,175,34,5,17.781911849975586
3964,2,51,149,20,4,15.307470798492432
3964,3,11,165,34,5,18.371466875076294
3964,4,25,151,34,5,26.288979053497314
3965,1,-56,144,16,2,14.688901424407959
3965,2,12,188,4,3,19.298453092575073
3965,3,-12,172,4,2,18.976269006729126
3965,4,44,148,4,2,26.683093786239624
3966,1,64,136,44,2,13.848720073699951
3966,2,63,137,11,2,14.099640607833862
3966,3,90,110,10,1,12.270756006240845
3966,4,82,118,2,2,23.09729290008545
3967,1,59,141,22,3,14.349923849105835
3967,2,93,107,10,1,11.061916828155518
3967,3,95,105,10,1,11.692239761352539
3967,4,95,105,10,1,17.750016450881958
3968,1,91,109,29,2,11.117254734039307
3968,2,83,117,11,1,12.10427474975586
3968,3,83,117,11,1,13.26681661605835
3968,4,85,115,11,1,20.838103771209717
3969,1,-39,131,26,1,13.330974340438843
3969,2,36,136,1,1,14.009114503860474
3969,3,16,184,25,4,20.266568899154663
3969,4,43,157,26,2,25.12999653816223
3970,1,41,119,21,1,12.130982160568237
3970,2,25,91,-21,0,9.481510400772095
3970,3,13,187,23,3,20.652655839920044
3970,4,41,151,21,2,25.989993810653687
3971,1,-76,112,-41,1,11.441073894500732
3971,2,-70,158,-21,1,16.217616081237793
3971,3,-6,122,29,1,13.960266828536987
3971,4,44,156,3,2,26.498594045639038
3972,1,50,150,11,2,15.26635479927063
3972,2,66,134,41,2,13.765895366668701
3972,3,96,104,11,1,11.717313051223755
3972,4,96,104,11,1,17.210346460342407
3973,1,-18,146,-18,2,14.86226773262024
3973,2,9,191,17,3,19.49983525276184
3973,3,81,115,-1,2,12.838800430297852
3973,4,99,101,5,1,17.418662786483765
3974,1,61,139,3,2,14.137574195861816
3974,2,39,129,9,2,13.24613070487976
3974,3,97,103,7,1,11.49276614189148
3974,4,93,107,3,1,17.12053894996643
3975,1,-15,99,-29,0,10.108808994293213
3975,2,87,101,-3,1,10.463623046875
3975,3,11,125,21,1,14.088457345962524
3975,4,103,97,3,1,19.13368010520935
3976,1,71,101,36,1,10.337947845458984
3976,2,75,125,36,2,12.857845306396484
3976,3,89,111,30,2,12.444599151611328
3976,4,93,107,34,2,18.270078659057617
3977,1,-15,99,-29,0,10.10768985748291
3977,2,108,92,33,1,9.57243275642395
3977,3,87,113,6,1,12.83446717262268
3977,4,91,109,0,1,19.673707008361816
3978,1,18,134,13,3,13.64343786239624
3978,2,48,136,43,3,13.946827173233032
3978,3,38,162,1,4,17.45849084854126
3978,4,54,146,13,4,23.19931650161743
3979,1,62,138,36,2,14.061370611190796
3979,2,-32,208,36,4,21.221407651901245
3979,3,38,162,36,4,17.45238757133484
3979,4,72,128,36,3,19.649600744247437
3980,1,-7,119,43,2,12.116697549819946
3980,2,45,139,43,3,14.262999773025513
3980,3,27,173,35,4,18.65929412841797
3980,4,63,137,43,3,21.780516386032104
3981,1,119,81,35,1,8.278930187225342
3981,2,91,109,35,3,11.197858810424805
3981,3,115,85,19,1,9.559645891189575
3981,4,115,85,15,1,13.849719762802124
3982,1,110,90,13,1,9.19183087348938
3982,2,27,105,42,1,10.78874397277832
3982,3,47,101,42,1,11.080275535583496
3982,4,104,96,19,2,17.24089288711548
3983,1,-125,117,-52,1,11.919349193572998
3983,2,87,113,12,1,11.641418218612671
3983,3,35,165,36,4,18.250933408737183
3983,4,53,147,36,3,23.658157348632812
3984,1,-100,136,35,1,13.8479642868042
3984,2,66,134,45,2,13.782315492630005
3984,3,92,104,27,1,11.770230054855347
3984,4,90,110,19,1,19.072354316711426
3985,1,-147,171,8,2,17.41742706298828
3985,2,19,181,12,3,18.48851251602173
3985,3,49,151,6,2,16.46460747718811
3985,4,57,143,6,2,22.648059368133545
3986,1,20,140,44,3,14.262385606765747
3986,2,58,142,10,2,14.587589502334595
3986,3,78,122,28,2,13.788248300552368
3986,4,84,116,44,2,20.56980323791504
3987,1,72,92,-9,1,9.401240825653076
3987,2,117,83,34,1,8.622189998626709
3987,3,101,99,22,1,11.133089065551758
3987,4,119,81,34,1,15.309986114501953
3988,1,25,135,-10,1,13.75076413154602
3988,2,42,130,7,1,13.397367000579834
3988,3,77,123,2,1,13.760670185089111
3988,4,76,124,39,2,22.257712841033936
3989,1,-98,142,-39,2,14.448092460632324
3989,2,80,116,-1,1,11.946204423904419
3989,3,67,125,10,2,13.880473852157593
3989,4,67,133,8,2,21.021955251693726
3990,1,44,140,-4,2,14.250959157943726
3990,2,-15,143,5,1,14.717196464538574
3990,3,47,153,5,2,17.171858549118042
3990,4,64,136,0,2,24.21886706352234
3991,1,32,168,7,4,17.097567319869995
3991,2,44,156,7,3,16.01507878303528
3991,3,56,144,7,3,15.86838960647583
3991,4,56,144,7,3,23.02985978126526
3992,1,45,87,-17,0,8.908578872680664
3992,2,117,83,26,1,8.599090576171875
3992,3,97,99,32,1,10.97190546989441
3992,4,117,83,26,1,14.548220157623291
3993,1,25,127,34,2,12.939950942993164
3993,2,99,97,34,1,10.008247375488281
3993,3,105,95,30,1,10.720017910003662
3993,4,105,95,30,1,16.12919807434082
3994,1,88,112,0,1,11.410139083862305
3994,2,-28,140,8,2,14.379824876785278
3994,3,-4,140,0,2,15.519030809402466
3994,4,84,108,-2,2,20.64113450050354
3995,1,-27,123,-26,1,12.517490863800049
3995,2,6,134,11,1,13.717763185501099
3995,3,77,123,42,2,13.275792598724365
3995,4,95,105,26,2,16.31455707550049
3996,1,56,132,-1,2,13.43967580795288
3996,2,88,108,-1,1,11.117948770523071
3996,3,90,110,5,2,12.339142560958862
3996,4,54,146,39,3,22.664531707763672
3997,1,111,89,24,2,9.08980941772461
3997,2,84,116,43,3,11.909764766693115
3997,3,100,100,43,2,11.039531230926514
3997,4,132,68,33,1,12.258235454559326
3998,1,-95,215,-2,3,21.821093559265137
3998,2,21,127,16,1,13.130311965942383
3998,3,78,110,-3,1,12.730437517166138
3998,4,78,110,-3,1,20.919716119766235
3999,1,100,100,41,3,10.201193809509277
3999,2,88,112,9,1,11.50127625465393
3999,3,104,96,17,2,10.711297750473022
3999,4,112,88,17,1,14.711293935775757
4000,1,104,96,35,2,9.808658123016357
4000,2,114,86,39,2,8.883109092712402
4000,3,123,77,20,1,8.620205640792847
4000,4,128,72,39,1,13.091553688049316
4001,1,69,131,41,2,13.342833042144775
4001,2,64,136,14,2,13.98946738243103
4001,3,71,125,-1,1,14.0200777053833
4001,4,79,121,3,1,21.681363582611084
4002,1,-30,150,-15,1,15.252007007598877
4002,2,66,114,21,1,11.720848798751831
4002,3,75,117,38,2,13.107731103897095
